hoc_ky,ma_mon_hoc,ma_lop,so_tin_chi,ma_giang_vien,thu,tiet_bat_dau,tiet_ket_thuc,cach_tuan,ngay_bat_dau,ngay_ket_thuc,phong_hoc,si_so,hinh_thuc_giang_day,ghi_chu
2024_2025_1,IT005,IT005.P117.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT005,IT005.P117.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT005,IT005.P119.1,1,*,6,6,0,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT005,IT005.P119.2,1,*,6,6,0,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT005,IT005.P12.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT005,IT005.P12.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT005,IT005.P16.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT005,IT005.P16.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT005,IT005.P115.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B4.04,,HT1,
2024_2025_1,IT005,IT005.P115.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B4.04,,HT1,
2024_2025_1,IT005,IT005.P111.1,1,*,4,6,0,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P111.2,1,*,4,6,0,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P114.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P114.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P116.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P116.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P118.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P118.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P13.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P13.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P17.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P17.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P18.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B5.04,,HT1,
2024_2025_1,IT005,IT005.P18.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B5.04,,HT1,
2024_2025_1,IT005,IT005.P113.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT005,IT005.P113.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B5.06,,HT1,
2024_2025_1,IT005,IT005.P19.1,1,*,3,1,5,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT005,IT005.P19.2,1,*,3,1,5,2,2024-09-23,2024-12-21,B5.06,,HT1,
2024_2025_1,IT007,IT007.P18.1,1,*,6,1,5,2,2024-09-16,2024-12-14,B2.08,,HT1,
2024_2025_1,IT007,IT007.P18.2,1,*,6,1,5,2,2024-09-23,2024-12-21,B2.08,,HT1,
2024_2025_1,IT007,IT007.P11.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B2.12,,HT1,
2024_2025_1,IT007,IT007.P11.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B2.12,,HT1,
2024_2025_1,IT007,IT007.P110.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT007,IT007.P110.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT007,IT007.P15.1,1,*,6,6,0,2,2024-09-16,2024-12-14,B3.02,,HT1,
2024_2025_1,IT007,IT007.P15.2,1,*,6,6,0,2,2024-09-23,2024-12-21,B3.02,,HT1,
2024_2025_1,IT007,IT007.P11.CLC.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B3.04,,HT1,
2024_2025_1,IT007,IT007.P11.CLC.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B3.04,,HT1,
2024_2025_1,IT007,IT007.P19.1,1,*,5,6,0,2,2024-09-16,2024-12-14,B3.06,,HT1,
2024_2025_1,IT007,IT007.P19.2,1,*,5,6,0,2,2024-09-23,2024-12-21,B3.06,,HT1,
2024_2025_1,IT007,IT007.P13.1,1,*,2,1,5,2,2024-09-16,2024-12-14,B3.08,,HT1,
2024_2025_1,IT007,IT007.P13.2,1,*,2,1,5,2,2024-09-23,2024-12-21,B3.08,,HT1,
2024_2025_1,IT007,IT007.P11.CTTN.1,1,*,5,1,5,2,2024-09-16,2024-12-14,B4.08,,HT1,
2024_2025_1,IT007,IT007.P11.CTTN.2,1,*,5,1,5,2,2024-09-23,2024-12-21,B4.08,,HT1,
2024_2025_1,IT007,IT007.P12.1,1,*,2,6,0,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT007,IT007.P12.2,1,*,2,6,0,2,2024-09-23,2024-12-21,B5.06,,HT1,
2024_2025_1,IT007,IT007.P14.1,1,*,2,1,5,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT007,IT007.P14.2,1,*,2,1,5,2,2024-09-23,2024-12-21,B5.06,,HT1,
2024_2025_1,IT007,IT007.P16.1,1,*,6,6,0,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT007,IT007.P16.2,1,*,6,6,0,2,2024-09-23,2024-12-21,B5.06,,HT1,
2024_2025_1,IT007,IT007.P17.1,1,*,6,1,5,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT007,IT007.P17.2,1,*,6,1,5,2,2024-09-23,2024-12-21,B5.06,,HT1,
2024_2025_1,IT012,IT012.P11.CNVN.1,1,*,6,6,0,2,2024-09-16,2024-12-14,B2.02,,HT1,
2024_2025_1,IT012,IT012.P11.CNVN.2,1,*,6,6,0,2,2024-09-23,2024-12-21,B2.02,,HT1,
2024_2025_1,IT012,IT012.P15.1,1,*,4,1,5,2,2024-09-16,2024-12-14,B2.02,,HT1,
2024_2025_1,IT012,IT012.P15.2,1,*,4,1,5,2,2024-09-23,2024-12-21,B2.02,,HT1,
2024_2025_1,IT012,IT012.P12.CNVN.1,1,*,3,6,0,2,2024-09-16,2024-12-14,B2.06,,HT1,
2024_2025_1,IT012,IT012.P12.CNVN.2,1,*,3,6,0,2,2024-09-23,2024-12-21,B2.06,,HT1,
2024_2025_1,IT012,IT012.P13.1,1,*,6,1,5,2,2024-09-23,2025-01-11,B2.16,,HT1,
2024_2025_1,IT012,IT012.P13.2,1,*,6,1,5,2,2024-10-28,2025-01-11,B2.16,,HT1,
2024_2025_1,IT012,IT012.P12.1,1,*,6,6,0,2,2024-09-23,2025-01-11,B2.18,,HT1,
2024_2025_1,IT012,IT012.P12.2,1,*,6,6,0,2,2024-10-28,2025-01-11,B2.18,,HT1,
2024_2025_1,IT012,IT012.P11.1,1,*,6,1,5,2,2024-09-23,2025-01-11,B3.06,,HT1,
2024_2025_1,IT012,IT012.P11.2,1,*,6,1,5,2,2024-10-28,2025-01-11,B3.06,,HT1,
2024_2025_1,IT012,IT012.P14.1,1,*,4,6,0,2,2024-09-16,2024-12-14,B5.06,,HT1,
2024_2025_1,IT012,IT012.P14.2,1,*,4,6,0,2,2024-09-23,2024-12-21,B5.06,,HT1,
2022_2023_2,ENG01,ENG01.N2.M,4,*,*,,,,,,*,,LT,Miễn học
2022_2023_2,ENG02,ENG02.N2.M,4,*,*,,,,,,*,,LT,Miễn học
2022_2023_2,ENG03,ENG03.N2.M,4,*,*,,,,,,*,,LT,Miễn học
2022_2023_2,IE402,IE402.N21.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,DS313,DS313.N21.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE204,IE204.N21.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE204,IE204.N22.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE106,IE106.N21.CNVN.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE106,IE106.N22.CNVN.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE101,IE101.N21.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE105,IE105.N21.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE101,IE101.N22.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE105,IE105.N22.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,DS107,DS107.N21.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE101,IE101.N21.CNVN.1,1,*,*,,,1,2023-02-24,2023-06-07,*,,HT2,
2022_2023_2,IE303,IE303.N21.1,1,80215,6,1,5,2,2023-03-10,2023-06-07,B2.02,,HT1,
2022_2023_2,IE213,IE213.N22.1,1,80078,3,6,9,2,2023-03-03,2023-05-17,B2.02,,HT1,
2022_2023_2,IE213,IE213.N22.2,1,80201,3,6,9,2,2023-03-10,2023-06-07,B2.02,,HT1,
2022_2023_2,IE103,IE103.N21.CNVN.1,1,80213,6,6,9,2,2023-03-03,2023-05-17,B2.02,,HT1,
2022_2023_2,IE103,IE103.N21.CNVN.2,1,80214,6,6,9,2,2023-03-10,2023-06-07,B2.02,,HT1,
2022_2023_2,IE108,IE108.N21.1,1,80071,2,1,5,2,2023-03-03,2023-05-17,B2.02,,HT1,
2022_2023_2,IE108,IE108.N21.2,1,80072,2,1,5,2,2023-03-10,2023-06-07,B2.02,,HT1,
2022_2023_2,IE103,IE103.N21.1,1,80076,5,6,9,2,2023-03-03,2023-05-17,B2.06,,HT1,
2022_2023_2,IE103,IE103.N21.2,1,80077,5,6,9,2,2023-03-10,2023-06-07,B2.06,,HT1,
2022_2023_2,IE108,IE108.N22.1,1,80202,3,6,9,2,2023-03-03,2023-05-17,B2.06,,HT1,
2022_2023_2,IE108,IE108.N22.2,1,80203,3,6,9,2,2023-03-10,2023-06-07,B2.06,,HT1,
2022_2023_2,IE103,IE103.N22.1,1,80078,5,6,9,2,2023-03-03,2023-05-17,B2.08,,HT1,
2022_2023_2,IE103,IE103.N22.2,1,80201,5,6,9,2,2023-03-10,2023-06-07,B2.08,,HT1,
2022_2023_2,DS102,DS102.N21.1,1,80204,3,6,9,2,2023-03-03,2023-05-17,B2.08,,HT1,
2022_2023_2,DS102,DS102.N21.2,1,80205,3,6,9,2,2023-03-10,2023-06-07,B2.08,,HT1,
2022_2023_2,DS200,DS200.N21.1,1,80070,4,1,5,2,2023-03-03,2023-05-17,B2.16,,HT1,
2022_2023_2,DS200,DS200.N21.2,1,80071,4,1,5,2,2023-03-10,2023-06-07,B2.16,,HT1,
2022_2023_2,IE303,IE303.N22.1,1,80202,5,6,9,2,2023-03-03,2023-05-17,B4.02,,HT1,
2022_2023_2,IE303,IE303.N22.2,1,80203,5,6,9,2,2023-03-10,2023-06-07,B4.02,,HT1,
2022_2023_2,IE213,IE213.N21.1,1,80206,3,6,9,2,2023-03-03,2023-05-17,B4.02,,HT1,
2022_2023_2,IE213,IE213.N21.2,1,80207,3,6,9,2,2023-03-10,2023-06-07,B4.02,,HT1,
2022_2023_2,IE108,IE108.N21.CNVN.1,1,80204,5,6,9,2,2023-03-03,2023-05-17,B4.04,,HT1,
2022_2023_2,IE108,IE108.N21.CNVN.2,1,80205,5,6,9,2,2023-03-10,2023-06-07,B4.04,,HT1,
2022_2023_2,IE212,IE212.N22.1,1,80206,5,6,9,2,2023-03-03,2023-05-17,B5.02,,HT1,
2022_2023_2,IE212,IE212.N22.2,1,80207,5,6,9,2,2023-03-10,2023-06-07,B5.02,,HT1,
2022_2023_2,IE229,IE229.N21.CNVN.2,1,80068,2,6,9,2,2023-03-24,2023-06-07,B5.04,,HT1,
2022_2023_2,IE229,IE229.N21.CNVN.3,1,80216,4,6,9,2,2023-03-17,2023-05-17,B5.04,,HT1,
2022_2023_2,DS108,DS108.N21.1,1,80072,4,1,5,2,2023-03-03,2023-05-17,B5.04,,HT1,
2022_2023_2,DS108,DS108.N21.2,1,80073,4,1,5,2,2023-03-10,2023-06-07,B5.04,,HT1,
2023_2024_2,ENG01,ENG01.O2.M,4,*,*,,,,,,*,,LT,Miễn học
2023_2024_2,ENG02,ENG02.O2.M,4,*,*,,,,,,*,,LT,Miễn học
2023_2024_2,ENG03,ENG03.O2.M,4,*,*,,,,,,*,,LT,Miễn học
2023_2024_2,IE505,IE505.O21,10,*,*,,,1,2024-02-17,2024-06-07,*,,KLTN,
2023_2024_2,DS505,DS505.O21,10,*,*,,,1,2024-02-17,2024-06-07,*,,KLTN,
2023_2024_2,IE207,IE207.O21,2,*,*,,,1,2024-02-17,2024-06-07,*,,ĐA,
2023_2024_2,IE309,IE309.O21,2,*,*,,,1,2024-02-17,2024-06-07,*,,TTTN,
2023_2024_2,DS204,DS204.O21,2,*,*,,,1,2024-02-17,2024-06-07,*,,ĐA,
2023_2024_2,DS207,DS207.O21,2,*,*,,,1,2024-02-17,2024-06-07,*,,ĐA,
2023_2024_2,DS309,DS309.O21,2,*,*,,,1,2024-02-17,2024-06-07,*,,TTTN,
2023_2024_2,IE207,IE207.O21.CNVN,2,*,*,,,1,2024-02-17,2024-06-07,*,,ĐA,
2023_2024_2,IE213,IE213.O21,3,80212,3,2,5,1,2024-02-17,2024-05-10,A215,,LT,
2023_2024_2,IE103,IE103.O22,3,80208,5,1,4,1,2024-02-17,2024-05-10,B1.02,,LT,
2023_2024_2,IE101,IE101.O21.CNVN,2,80216,6,2,5,1,2024-02-17,2024-04-12,B1.02,,LT,
2023_2024_2,IE402,IE402.O21,3,80071,7,6,9,1,2024-02-17,2024-05-10,B1.04,,LT,
2023_2024_2,DS312,DS312.O21,3,80213,3,6,9,1,2024-02-17,2024-05-10,B1.04,,LT,
2023_2024_2,IE204,IE204.O22,3,80074,4,2,5,1,2024-02-17,2024-05-10,B1.04,,LT,
2023_2024_2,IE101,IE101.O22,2,80073,2,2,5,1,2024-02-17,2024-04-12,B1.04,,LT,
2023_2024_2,IE105,IE105.O22,3,80208,3,1,4,1,2024-02-17,2024-05-10,B1.04,,LT,
2023_2024_2,IE108,IE108.O22,3,80068,6,2,5,1,2024-02-17,2024-05-10,B1.04,,LT,
2023_2024_2,IE213,IE213.O22,3,80209,3,1,4,1,2024-02-17,2024-05-10,B1.06,,LT,
2023_2024_2,IE101,IE101.O21,2,80074,2,6,9,1,2024-02-17,2024-04-12,B1.06,,LT,
2023_2024_2,IE108,IE108.O21,3,80068,4,1,4,1,2024-02-17,2024-05-10,B1.06,,LT,
2023_2024_2,IE106,IE106.O21.CNVN,3,80069,6,6,9,1,2024-02-17,2024-05-10,B1.10,,LT,
2023_2024_2,IE103,IE103.O21.CNVN,3,80069,4,1,4,1,2024-02-17,2024-05-10,B1.10,,LT,
2023_2024_2,IE103,IE103.O21,3,80075,4,6,9,1,2024-02-17,2024-05-10,B1.16,,LT,
2023_2024_2,IE105,IE105.O21,3,80214,3,6,9,1,2024-02-17,2024-05-10,B3.14,,LT,
2023_2024_2,DS108,DS108.O21,3,80210,3,1,4,1,2024-02-17,2024-05-10,B3.20,,LT,
2023_2024_2,DS102,DS102.O21,3,80211,5,2,5,1,2024-02-17,2024-05-10,B4.12,,LT,
2023_2024_2,DS200,DS200.O21,3,80075,2,6,9,1,2024-02-17,2024-05-10,B4.20,,LT,
2023_2024_2,IE106,IE106.O22.CNVN,3,80209,5,1,4,1,2024-02-17,2024-05-10,B6.04,,LT,
2023_2024_2,IE108,IE108.O21.CNVN,3,80076,2,6,9,1,2024-02-17,2024-05-10,B6.04,,LT,
2023_2024_2,IE229,IE229.O21.CNVN,3,80069,2,1,3,1,2024-02-17,2024-06-07,B6.06,,LT,
2023_2024_2,IE303,IE303.O22,3,80077,2,6,9,1,2024-02-17,2024-05-10,B6.10,,LT,
2023_2024_2,IE403,IE403.O21,3,80070,7,1,4,1,2024-02-17,2024-05-10,B6.10,,LT,
2023_2024_2,DS107,DS107.O21,3,80072,7,6,9,1,2024-02-17,2024-05-10,B6.10,,LT,
2023_2024_2,IE303,IE303.O21,3,80215,3,6,9,1,2024-02-17,2024-05-10,C314,,LT,
2023_2024_2,DS313,DS313.O21,3,80211,3,1,4,1,2024-02-17,2024-05-10,C314,,LT,
2023_2024_2,IE204,IE204.O21,3,80070,2,1,4,1,2024-02-17,2024-05-10,C314,,LT,
2023_2024_2,IE212,IE212.O22,3,80210,5,1,4,1,2024-02-17,2024-05-10,C314,,LT,
2023_2024_2,DS304,DS304.O21,3,80212,5,6,9,1,2024-02-17,2024-05-10,C314,,LT,
2023_2024_2,IE402,IE402.O21.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,DS313,DS313.O21.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE204,IE204.O21.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE204,IE204.O22.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE106,IE106.O21.CNVN.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE106,IE106.O22.CNVN.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE101,IE101.O21.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE105,IE105.O21.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE101,IE101.O22.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE105,IE105.O22.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,DS107,DS107.O21.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE101,IE101.O21.CNVN.1,1,*,*,,,1,2024-02-24,2024-06-07,*,,HT2,
2023_2024_2,IE303,IE303.O21.1,1,80215,6,1,5,2,2024-03-10,2024-06-07,B2.02,,HT1,
2023_2024_2,IE213,IE213.O22.1,1,80078,3,6,9,2,2024-03-03,2024-05-17,B2.02,,HT1,
2023_2024_2,IE213,IE213.O22.2,1,80201,3,6,9,2,2024-03-10,2024-06-07,B2.02,,HT1,
2023_2024_2,IE103,IE103.O21.CNVN.1,1,80213,6,6,9,2,2024-03-03,2024-05-17,B2.02,,HT1,
2023_2024_2,IE103,IE103.O21.CNVN.2,1,80214,6,6,9,2,2024-03-10,2024-06-07,B2.02,,HT1,
2023_2024_2,IE108,IE108.O21.1,1,80071,2,1,5,2,2024-03-03,2024-05-17,B2.02,,HT1,
2023_2024_2,IE108,IE108.O21.2,1,80072,2,1,5,2,2024-03-10,2024-06-07,B2.02,,HT1,
2023_2024_2,IE103,IE103.O21.1,1,80076,5,6,9,2,2024-03-03,2024-05-17,B2.06,,HT1,
2023_2024_2,IE103,IE103.O21.2,1,80077,5,6,9,2,2024-03-10,2024-06-07,B2.06,,HT1,
2023_2024_2,IE108,IE108.O22.1,1,80202,3,6,9,2,2024-03-03,2024-05-17,B2.06,,HT1,
2023_2024_2,IE108,IE108.O22.2,1,80203,3,6,9,2,2024-03-10,2024-06-07,B2.06,,HT1,
2023_2024_2,IE103,IE103.O22.1,1,80078,5,6,9,2,2024-03-03,2024-05-17,B2.08,,HT1,
2023_2024_2,IE103,IE103.O22.2,1,80201,5,6,9,2,2024-03-10,2024-06-07,B2.08,,HT1,
2023_2024_2,DS102,DS102.O21.1,1,80204,3,6,9,2,2024-03-03,2024-05-17,B2.08,,HT1,
2023_2024_2,DS102,DS102.O21.2,1,80205,3,6,9,2,2024-03-10,2024-06-07,B2.08,,HT1,
2023_2024_2,DS200,DS200.O21.1,1,80070,4,1,5,2,2024-03-03,2024-05-17,B2.16,,HT1,
2023_2024_2,DS200,DS200.O21.2,1,80071,4,1,5,2,2024-03-10,2024-06-07,B2.16,,HT1,
2023_2024_2,IE303,IE303.O22.1,1,80202,5,6,9,2,2024-03-03,2024-05-17,B4.02,,HT1,
2023_2024_2,IE303,IE303.O22.2,1,80203,5,6,9,2,2024-03-10,2024-06-07,B4.02,,HT1,
2023_2024_2,IE213,IE213.O21.1,1,80206,3,6,9,2,2024-03-03,2024-05-17,B4.02,,HT1,
2023_2024_2,IE213,IE213.O21.2,1,80207,3,6,9,2,2024-03-10,2024-06-07,B4.02,,HT1,
2023_2024_2,IE108,IE108.O21.CNVN.1,1,80204,5,6,9,2,2024-03-03,2024-05-17,B4.04,,HT1,
2023_2024_2,IE108,IE108.O21.CNVN.2,1,80205,5,6,9,2,2024-03-10,2024-06-07,B4.04,,HT1,
2023_2024_2,IE212,IE212.O22.1,1,80206,5,6,9,2,2024-03-03,2024-05-17,B5.02,,HT1,
2023_2024_2,IE212,IE212.O22.2,1,80207,5,6,9,2,2024-03-10,2024-06-07,B5.02,,HT1,
2023_2024_2,IE229,IE229.O21.CNVN.2,1,80068,2,6,9,2,2024-03-24,2024-06-07,B5.04,,HT1,
2023_2024_2,IE229,IE229.O21.CNVN.3,1,80216,4,6,9,2,2024-03-17,2024-05-17,B5.04,,HT1,
2023_2024_2,DS108,DS108.O21.1,1,80072,4,1,5,2,2024-03-03,2024-05-17,B5.04,,HT1,
2023_2024_2,DS108,DS108.O21.2,1,80073,4,1,5,2,2024-03-10,2024-06-07,B5.04,,HT1,
2022_2023_2,ENG01,ENG01.N21,4,80096,3,1,3,1,17/02/2023,17/05/2023,*,,LT,
2022_2023_2,ENG01,ENG01.N21,4,80245,5,1,3,1,17/02/2023,17/05/2023,*,,LT,
2022_2023_2,ENG02,ENG02.N21,4,80095,2,1,3,1,17/02/2023,17/05/2023,*,,LT,
2022_2023_2,ENG02,ENG02.N21,4,80245,4,1,3,1,17/02/2023,17/05/2023,*,,LT,
2022_2023_2,ENG02,ENG02.N22,4,80095,5,4,5,1,17/02/2023,17/05/2023,A301,,LT,
2022_2023_2,ENG02,ENG02.N22,4,80243,2,6,8,1,17/02/2023,17/05/2023,A323,,LT,
2022_2023_2,ENG02,ENG02.N24,4,80243,5,7,9,1,17/02/2023,17/05/2023,A323,,LT,KTMT
2022_2023_2,ENG02,ENG02.N28,4,80096,3,6,8,1,17/02/2023,17/05/2023,A305,,LT,
2022_2023_2,ENG02,ENG02.N28,4,*,5,4,5,1,17/02/2023,17/05/2023,E43,,LT,
2022_2023_2,ENG03,ENG03.N21,4,80095,3,1,3,1,17/02/2023,17/05/2023,*,,LT,
2022_2023_2,ENG03,ENG03.N21,4,80244,5,1,3,1,17/02/2023,17/05/2023,*,,LT,
2022_2023_2,ENG03,ENG03.N215,4,*,3,7,9,1,17/02/2023,17/05/2023,A323,,LT,KTMT
2022_2023_2,ENG03,ENG03.N220,4,80095,6,1,3,1,17/02/2023,17/05/2023,A309,,LT,
2022_2023_2,ENG03,ENG03.N220,4,80096,2,4,5,1,17/02/2023,17/05/2023,E42,,LT,
2022_2023_2,ENG03,ENG03.N222,4,80244,5,6,8,1,17/02/2023,17/05/2023,A301,,LT,
2022_2023_2,ENG03,ENG03.N222,4,80246,3,7,9,1,17/02/2023,17/05/2023,A325,,LT,
2022_2023_2,ENG03,ENG03.N223,4,80243,3,1,3,1,17/02/2023,17/05/2023,*,,LT,Mở bổ sung
2022_2023_2,ENG03,ENG03.N223,4,80246,5,1,3,1,17/02/2023,17/05/2023,*,,LT,Mở bổ sung
2022_2023_2,IT002,IT002.N21,3,80083,2,1,3,1,17/02/2023,07/06/2023,B1.20,,LT,
2022_2023_2,IT002,IT002.N21.1,1,80079,2,6,9,2,03/03/2023,17/05/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N21.2,1,80080,2,6,9,2,10/03/2023,07/06/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N210,3,80080,4,6,8,1,17/02/2023,07/06/2023,B1.20,,LT,
2022_2023_2,IT002,IT002.N210.1,1,80225,4,1,5,2,03/03/2023,17/05/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N210.2,1,80226,4,1,5,2,10/03/2023,07/06/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N211,3,80219,4,1,3,1,17/02/2023,07/06/2023,B1.22,,LT,
2022_2023_2,IT002,IT002.N211.1,1,80217,4,6,9,2,03/03/2023,17/05/2023,B2.12,,HT1,
2022_2023_2,IT002,IT002.N211.2,1,80218,4,6,9,2,10/03/2023,07/06/2023,B2.12,,HT1,
2022_2023_2,IT002,IT002.N212,3,80081,4,6,8,1,17/02/2023,07/06/2023,B1.22,,LT,
2022_2023_2,IT002,IT002.N212.1,1,80229,4,1,5,2,03/03/2023,17/05/2023,B3.06,,HT1,
2022_2023_2,IT002,IT002.N212.2,1,80230,4,1,5,2,10/03/2023,07/06/2023,B3.06,,HT1,
2022_2023_2,IT002,IT002.N213,3,80219,5,1,3,1,17/02/2023,07/06/2023,B1.20,,LT,
2022_2023_2,IT002,IT002.N213.1,1,80086,5,6,9,2,03/03/2023,17/05/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N213.2,1,80087,5,6,9,2,10/03/2023,07/06/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N214,3,80228,5,6,8,1,17/02/2023,07/06/2023,B1.20,,LT,
2022_2023_2,IT002,IT002.N214.1,1,80224,5,1,5,2,03/03/2023,17/05/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N214.2,1,80225,5,1,5,2,10/03/2023,07/06/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N215,3,80220,5,1,3,1,17/02/2023,07/06/2023,B1.22,,LT,
2022_2023_2,IT002,IT002.N215.1,1,80217,5,6,9,2,03/03/2023,17/05/2023,B2.12,,HT1,
2022_2023_2,IT002,IT002.N215.2,1,80218,5,6,9,2,10/03/2023,07/06/2023,B2.12,,HT1,
2022_2023_2,IT002,IT002.N216,3,80229,5,6,8,1,17/02/2023,07/06/2023,B1.22,,LT,
2022_2023_2,IT002,IT002.N216.1,1,80226,5,1,5,2,03/03/2023,17/05/2023,B3.06,,HT1,
2022_2023_2,IT002,IT002.N216.2,1,80227,5,1,5,2,10/03/2023,07/06/2023,B3.06,,HT1,
2022_2023_2,IT002,IT002.N217,3,80222,6,3,5,1,17/02/2023,07/06/2023,B1.20,,LT,
2022_2023_2,IT002,IT002.N217.1,1,80079,6,6,9,2,03/03/2023,17/05/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N217.2,1,80080,6,6,9,2,10/03/2023,07/06/2023,B2.10,,HT1,
2022_2023_2,IT002,IT002.N218,3,80223,6,6,8,1,17/02/2023,07/06/2023,B1.20,,LT,
2022_2023_2,IT002,IT002.N218.1,1,80218,6,1,5,2,03/03/2023,17/05/2023,B4.04,,HT1,
2022_2023_2,IT002,IT002.N218.2,1,80219,6,1,5,2,10/03/2023,07/06/2023,B4.04,,HT1,
2022_2023_2,IT002,IT002.N219,3,80083,6,1,3,1,17/02/2023,07/06/2023,B1.22,,LT,
